Id,Title,Merchant,Categories,Description,Terms,Coupon Code,URL,Status,Start Date,End Date,Offer Added At,Image URL,Campaign ID,Campaign Name
80619,"Samsung Galaxy M30s (Blue, 6GB RAM, 128GB Storage) Just Rs.16999",Amazon India,Electronics,,,,https://linksredirect.com/?pub_id=41826&url=https://www.amazon.in/Test-Exclusive-631/dp/B07HGJ7WM6/ref=sr_1_1?dchild=1&keywords=Samsung+M30s&qid=1593752376&sr=8-1,live,2020-07-03,2020-07-31,03/07/2020,https://cdn0.cuelinks.com/campaigns/817/original/Amazon.in__Online_Shopping_for_Books__Kindle_E_Readers__Kindle_accessories__E_Books_and_Movies___TV.png?1371175177,817,Amazon India
80620,OnePlus 8 5G (Glacial Green 6GB RAM+128GB Storage) Just Rs.41999,Amazon India,Electronics,,,,https://linksredirect.com/?pub_id=41826&url=https://www.amazon.in/Test-Exclusive-547/dp/B078BNQ318/ref=sr_1_1?dchild=1&keywords=OnePlus%3A+8&qid=1593752568&sr=8-1,live,2020-07-03,2020-07-31,03/07/2020,https://cdn0.cuelinks.com/campaigns/817/original/Amazon.in__Online_Shopping_for_Books__Kindle_E_Readers__Kindle_accessories__E_Books_and_Movies___TV.png?1371175177,817,Amazon India
80622,"Upto 50% OFF on Fossil Mens Watches, Wallets and Accessories",Fossil,Fashion,,,,https://linksredirect.com/?pub_id=41826&url=https://www.fossil.com/en-in/sale/mens-sale/?page=1,live,2020-07-03,2020-07-31,03/07/2020,https://cdn0.cuelinks.com/campaigns/3880/original/Fossil.png?1567762651,3880,Fossil
80623,"Upto 50% OFF on Fossil womens Watches, Wallets and Accessories",Fossil,Fashion,,,,https://linksredirect.com/?pub_id=41826&url=https://www.fossil.com/en-in/sale/womens-sale/,live,2020-07-03,2020-07-31,03/07/2020,https://cdn0.cuelinks.com/campaigns/3880/original/Fossil.png?1567762651,3880,Fossil
80624,Get Flat 10% OFF on First Order,Kalki Fashion,Fashion,,Maximum discount is INR 3500,WELCOME10,https://linksredirect.com/?pub_id=41826&url=https://www.kalkifashion.com/,live,2020-07-03,2020-07-31,03/07/2020,https://cdn0.cuelinks.com/campaigns/3492/original/KalkiFashion.png?1517566951,3492,Kalki Fashion
80625,Get Flat 50% OFF on Selected items,Kalki Fashion,Fashion,,,,https://linksredirect.com/?pub_id=41826&url=https://www.kalkifashion.com/m/sale-of-50-and-above,live,2020-07-03,2020-07-31,03/07/2020,https://cdn0.cuelinks.com/campaigns/3492/original/KalkiFashion.png?1517566951,3492,Kalki Fashion
80626,Upto 40% OFF on Designer Styles,Kalki Fashion,Fashion,,,,https://linksredirect.com/?pub_id=41826&url=https://www.kalkifashion.com/m/sale-40-and-above,live,2020-07-03,2020-07-31,03/07/2020,https://cdn0.cuelinks.com/campaigns/3492/original/KalkiFashion.png?1517566951,3492,Kalki Fashion
80627,Get Flat 30% and above OFF on Handpicked Style Collection,Kalki Fashion,Fashion,,,,https://linksredirect.com/?pub_id=41826&url=https://www.kalkifashion.com/m/sale-30-and-above,live,2020-07-03,2020-07-31,03/07/2020,https://cdn0.cuelinks.com/campaigns/3492/original/KalkiFashion.png?1517566951,3492,Kalki Fashion
80628,Enjoy 20% and above Discount on Editors pick collection,Kalki Fashion,Fashion,,,,https://linksredirect.com/?pub_id=41826&url=https://www.kalkifashion.com/m/sale-20-and-above,live,2020-07-03,2020-07-31,03/07/2020,https://cdn0.cuelinks.com/campaigns/3492/original/KalkiFashion.png?1517566951,3492,Kalki Fashion
80629,Get Flat 50% OFF + Extra 10% OFF on Clothing,Vajor,Fashion,,,OPTIMISE10,https://linksredirect.com/?pub_id=41826&url=https://www.vajor.com/vajor-sale/flat-50-off/clothing.html,live,2020-07-03,2020-07-31,03/07/2020,https://cdn0.cuelinks.com/campaigns/3285/original/Vajor_%281%29.png?1500015998,3285,Vajor
80630,Enjoy Flat 50% OFF + Extra 10% OFF on Shoes and Accessories,Vajor,Fashion,,,OPTIMISE10,https://linksredirect.com/?pub_id=41826&url=https://www.vajor.com/vajor-sale/flat-50-off/shoes-accessories.html,live,2020-07-03,2020-07-31,03/07/2020,https://cdn0.cuelinks.com/campaigns/3285/original/Vajor_%281%29.png?1500015998,3285,Vajor
80631,Use Coupon Code and get upto 60% OFF on Home and Dcor,Vajor,Fashion,,,OPTIMISE10,https://linksredirect.com/?pub_id=41826&url=https://www.vajor.com/vajor-sale/flat-50-off/home-decor.html,live,2020-07-03,2020-07-31,03/07/2020,https://cdn0.cuelinks.com/campaigns/3285/original/Vajor_%281%29.png?1500015998,3285,Vajor
80632,Buy anything below INR 999 and Get Extra 10% OFF on Vajor,Vajor,Fashion,,,OPTIMISE10,https://linksredirect.com/?pub_id=41826&url=https://www.vajor.com/catalog/category/view/s/under-999/id/898/,live,2020-07-03,2020-07-31,03/07/2020,https://cdn0.cuelinks.com/campaigns/3285/original/Vajor_%281%29.png?1500015998,3285,Vajor
80633,Get Flat 60% OFF on Kaspersky Total Security for 1 Device for 2 years,Kaspersky,Others,,,INKIS60,https://linksredirect.com/?pub_id=41826&url=https://www.kaspersky.co.in/total-security,live,2020-07-03,2020-07-31,03/07/2020,https://cdn0.cuelinks.com/campaigns/2951/original/download_%285%29.png?1481291041,2951,Kaspersky
80635,Save Upto 30% OFF on Internet Security,Kaspersky,Others,,,,https://linksredirect.com/?pub_id=41826&url=https://www.kaspersky.co.in/internet-security,live,2020-07-03,2020-07-31,03/07/2020,https://cdn0.cuelinks.com/campaigns/2951/original/download_%285%29.png?1481291041,2951,Kaspersky
80636,Save Upto 20% OFF on Kaspersky Antivirus,Kaspersky,Others,,,,https://linksredirect.com/?pub_id=41826&url=https://www.kaspersky.co.in/antivirus,live,2020-07-03,2020-07-31,03/07/2020,https://cdn0.cuelinks.com/campaigns/2951/original/download_%285%29.png?1481291041,2951,Kaspersky
80639,"Mi 10 (Coral Green, 8GB RAM, 256GB Storage) - 108MP Quad Camera, SD 865 Processor, 5G Ready Just Rs.54999",Amazon India,Electronics,,,,https://linksredirect.com/?pub_id=41826&url=https://www.amazon.in/Test-A6010-Dummy-Asin_42/dp/B07X4R4F4G/ref=sr_1_1?crid=R78HOEPC8RG9&dchild=1&keywords=mi10+5g&qid=1594012110&sprefix=MI10%2Caps%2C355&sr=8-1,live,2020-07-06,2020-07-31,06/07/2020,https://cdn0.cuelinks.com/campaigns/817/original/Amazon.in__Online_Shopping_for_Books__Kindle_E_Readers__Kindle_accessories__E_Books_and_Movies___TV.png?1371175177,817,Amazon India
80640,"Redmi Note 8 Pro (Halo White, 6GB RAM, 128GB Storage with Helio G90T Processor) Just Rs.16999",Amazon India,Electronics,,,,https://linksredirect.com/?pub_id=41826&url=https://www.amazon.in/Redmi-Note-Pro-Storage-Processor/dp/B07X4PKGSN/ref=sr_1_1?crid=2WA4BHRC4IKMX&dchild=1&keywords=redmi+note+8+pro+6gb+ram+128gb+phones&qid=1594012208&sprefix=Redmi+Note+8+Pro%2Caps%2C1105&sr=8-1,live,2020-07-06,2020-07-31,06/07/2020,https://cdn0.cuelinks.com/campaigns/817/original/Amazon.in__Online_Shopping_for_Books__Kindle_E_Readers__Kindle_accessories__E_Books_and_Movies___TV.png?1371175177,817,Amazon India
80641,"Vivo Z1Pro (Sonic Black, 128 GB)  (6 GB RAM) Just Rs.17990",Flipkart,Electronics,,,,https://linksredirect.com/?pub_id=41826&url=https://www.flipkart.com/vivo-z1pro-sonic-black-128-gb/p/itmfghyebfrvjzfs?pid=MOBFHHT529KQHT8Z&lid=LSTMOBFHHT529KQHT8Z7WZJL1&marketplace=FLIPKART&srno=s_1_1&otracker=search&otracker1=search&fm=SEARCH&iid=2e90a2ff-07fd-4337-9d8b-3b325a39da59.MOBFHHT529KQHT8Z.SEARCH&ppt=sp&ppn=sp&ssid=xe90hurns00000001594012379073&qH=b27845579445bb56,live,2020-07-06,2020-07-31,06/07/2020,https://cdn0.cuelinks.com/campaigns/1/original/Flipkart_logo.jpg?1433139772,1,Flipkart
80642,"Redmi K20 (Carbon Black, 64 GB)  (6 GB RAM) Just Rs.21999",Flipkart,Electronics,,,,https://linksredirect.com/?pub_id=41826&url=https://www.flipkart.com/redmi-k20-carbon-black-64-gb/p/itmfgfjtkpnd64gb?pid=MOBFG7UYRCCTB7BA&lid=LSTMOBFG7UYRCCTB7BAYTKRNO&marketplace=FLIPKART&srno=s_1_1&otracker=search&otracker1=search&fm=SEARCH&iid=22c7e4f7-60ec-42f3-962b-872d132596b1.MOBFG7UYRCCTB7BA.SEARCH&ppt=sp&ppn=sp&ssid=8fzl8pz4680000001594012443125&qH=a61ba650a1e4eca7,live,2020-07-06,2020-07-31,06/07/2020,https://cdn0.cuelinks.com/campaigns/1/original/Flipkart_logo.jpg?1433139772,1,Flipkart
80643,Buy Women Formal Watches Starting from Rs.540,Tata Cliq,Fashion,,,,https://linksredirect.com/?pub_id=41826&url=https://www.tatacliq.com/watches/c-msh15/page-1?q=:price-asc:category:MSH15:inStockFlag:true:isLuxuryProduct:false:gender:Women:Occasion:formal,live,2020-07-06,2020-07-31,06/07/2020,https://cdn0.cuelinks.com/campaigns/2588/original/tata.png?1495706199,2588,Tata Cliq
80644,Buy Men Sneakers starting from Rs.399,Tata Cliq,Fashion,,,,https://linksredirect.com/?pub_id=41826&url=https://www.tatacliq.com/footwear-men-sneakers/c-msh1311115?q=:price-asc:category:MSH1311115,live,2020-07-06,2020-07-31,06/07/2020,https://cdn0.cuelinks.com/campaigns/2588/original/tata.png?1495706199,2588,Tata Cliq
80650,Get upto 50% off on Mens Watches,Fossil,Fashion,,,,https://linksredirect.com/?pub_id=41826&url=https://www.fossil.com/en-in/sale/mens-sale/watches/,live,2020-07-06,2020-08-31,06/07/2020,https://cdn0.cuelinks.com/campaigns/3880/original/Fossil.png?1567762651,3880,Fossil
80651,Get upto 50% off Womens Watches,Fossil,Fashion,,,,https://linksredirect.com/?pub_id=41826&url=https://www.fossil.com/en-in/sale/womens-sale/watches/,live,2020-07-06,2020-08-31,06/07/2020,https://cdn0.cuelinks.com/campaigns/3880/original/Fossil.png?1567762651,3880,Fossil
80653,Get 20% off Licious cashback on orders above INR799,Licious,Food & Grocery,,,MEAT20,https://linksredirect.com/?pub_id=41826&url=https://www.licious.in/,live,2020-07-06,2020-07-31,06/07/2020,https://cdn0.cuelinks.com/campaigns/3584/original/licious.png?1524813187,3584,Licious
80654,Get 10% off upto INR600 on minimum purchase of INR3999,Myntra,Fashion,,,MYNTRA10,https://linksredirect.com/?pub_id=41826&url=https://www.myntra.com/,live,2020-07-06,2020-07-31,06/07/2020,https://cdn0.cuelinks.com/campaigns/101/original/Myntra.png?1491896562,101,Myntra
80655,Get 10% off on minimum purchase of INR399,Myntra,Fashion,,,WEL100,https://linksredirect.com/?pub_id=41826&url=https://www.myntra.com/,live,2020-07-06,2020-07-31,06/07/2020,https://cdn0.cuelinks.com/campaigns/101/original/Myntra.png?1491896562,101,Myntra
80656,Get INR100 off on purchase of INR1199,Myntra,Fashion,,,THNX100,https://linksredirect.com/?pub_id=41826&url=https://www.myntra.com/,live,2020-07-06,2020-07-31,06/07/2020,https://cdn0.cuelinks.com/campaigns/101/original/Myntra.png?1491896562,101,Myntra
80657,Get 40% + 10% off on minimum purchase of of 2 T-shirts,Myntra,Fashion,,,TEES10,https://linksredirect.com/?pub_id=41826&url=https://www.myntra.com/,live,2020-07-06,2020-07-31,06/07/2020,https://cdn0.cuelinks.com/campaigns/101/original/Myntra.png?1491896562,101,Myntra
80658,Get Flat150 off on order above INR1099,Myntra,Fashion,,,WELCOME150,https://linksredirect.com/?pub_id=41826&url=https://www.myntra.com/,live,2020-07-06,2020-07-31,06/07/2020,https://cdn0.cuelinks.com/campaigns/101/original/Myntra.png?1491896562,101,Myntra
80663,Get 15% OFF on All Orders,GoPrep Education,Others,,,GOOPT15,https://linksredirect.com/?pub_id=41826&url=https://goprep.co/,live,2020-07-10,2020-07-31,10/07/2020,https://cdn0.cuelinks.com/campaigns/4103/original/Goperp.png?1594186133,4103,GoPrep Education
80664,Get Upto 60% OFF on Sizzing Summer Sale,FabAlley,Fashion,,,,https://linksredirect.com/?pub_id=41826&url=https://www.faballey.com/,live,2020-07-10,2020-07-31,10/07/2020,https://cdn0.cuelinks.com/campaigns/1883/original/FabAlley.png?1489139154,1883,FabAlley
80665,Get Upto 20% OFF on protective Face Masks,FabAlley,Fashion,,,,https://linksredirect.com/?pub_id=41826&url=https://www.faballey.com/accessories/face-masks/cat,live,2020-07-10,2020-07-31,10/07/2020,https://cdn0.cuelinks.com/campaigns/1883/original/FabAlley.png?1489139154,1883,FabAlley
80668,Get 30% OFF on order of INR 4500 & above at AJIOGOLD LUXURY BRAND OFFER,Ajio,Fashion,,,AJIOSPL,https://linksredirect.com/?pub_id=41826&url=https://www.ajio.com/,live,2020-07-10,2020-07-31,10/07/2020,https://cdn0.cuelinks.com/campaigns/2589/original/Ajio.png?1516080211,2589,Ajio
80669,Get Upto 30% OFF on Him & Her Mid Year Sale,Fossil,Fashion,,,,https://linksredirect.com/?pub_id=41826&url=https://www.fossil.com/en-in/sale/womens-sale/,live,2020-07-10,2020-07-31,10/07/2020,https://cdn0.cuelinks.com/campaigns/3880/original/Fossil.png?1567762651,3880,Fossil
80675,Get Flat 45% off on all properties,Oyo Rooms,Others,,,OYOCONW1,https://linksredirect.com/?pub_id=41826&url=https://www.oyorooms.com/,live,2020-07-10,2020-07-31,10/07/2020,https://cdn0.cuelinks.com/campaigns/2153/original/Oyo-Rooms.png?1491301758,2153,Oyo Rooms
80676,Get Flat 40% off on selected properties,Oyo Rooms,Others,,,CO55OYO1,https://linksredirect.com/?pub_id=41826&url=https://www.oyorooms.com/,live,2020-07-10,2020-07-31,10/07/2020,https://cdn0.cuelinks.com/campaigns/2153/original/Oyo-Rooms.png?1491301758,2153,Oyo Rooms
80686,Get 15% OFF on your first Order,Mama Earth,Health & Beauty,,,NEW15,https://linksredirect.com/?pub_id=41826&url=https://mamaearth.in/,live,2020-07-13,2020-07-31,13/07/2020,https://cdn0.cuelinks.com/campaigns/3787/original/Mamaearth.png?1555390334,3787,Mama Earth
80689,Get 50% OFF + additional Rs.200 off,Furo Sports,Fashion,,,FITNESS200,https://linksredirect.com/?pub_id=41826&url=https://www.furosports.com/,live,2020-07-13,2020-07-31,13/07/2020,https://cdn0.cuelinks.com/campaigns/3700/original/Furosports.png?1539340622,3700,Furo Sports
80694,Get FLAT 20% OFF on your FIRST order,Licious,Food & Grocery,,,NEW20,https://linksredirect.com/?pub_id=41826&url=https://www.licious.in/,live,2020-07-13,2020-07-31,13/07/2020,https://cdn0.cuelinks.com/campaigns/3584/original/licious.png?1524813187,3584,Licious
80701,Get Flat 75% off on Chinos,Koovs,Fashion,,,,https://linksredirect.com/?pub_id=41826&url=https://www.koovs.com/tags/mw-ck,live,2020-07-13,2020-07-31,13/07/2020,https://cdn0.cuelinks.com/campaigns/88/original/Koovs.png?1488883506,88,Koovs
80702,Buy Everything Under RS.499,Koovs,Fashion,,,,https://linksredirect.com/?pub_id=41826&url=https://www.koovs.com/men/tags/wfh-every-thing-under-499,live,2020-07-13,2020-07-31,13/07/2020,https://cdn0.cuelinks.com/campaigns/88/original/Koovs.png?1488883506,88,Koovs
80703,"Up to 50% off mixer grinders,microwaves,chimneys & more",Amazon India,Home & Kitchen,,,,https://linksredirect.com/?pub_id=41826&url=https://www.amazon.in/l/21488099031,live,2020-07-15,2020-07-31,15/07/2020,https://cdn0.cuelinks.com/campaigns/817/original/Amazon.in__Online_Shopping_for_Books__Kindle_E_Readers__Kindle_accessories__E_Books_and_Movies___TV.png?1371175177,817,Amazon India
80705,Ashwin Sanghis  eBook recommendations - Kindle eBooks,Amazon India,Others,,,,https://linksredirect.com/?pub_id=41826&url=https://www.amazon.in/b?node=21533011031,live,2020-07-15,2020-07-31,15/07/2020,https://cdn0.cuelinks.com/campaigns/817/original/Amazon.in__Online_Shopping_for_Books__Kindle_E_Readers__Kindle_accessories__E_Books_and_Movies___TV.png?1371175177,817,Amazon India
80716,Get Upto 50% OFF,Adidas,Fashion,,,,https://linksredirect.com/?pub_id=41826&url=https://shop.adidas.co.in/?xd_co_f=Mjg1M2Y2YzU1NDU1ZWE2NWFjZTE1OTQ3MDAzMzc1MTg=#search/Pag-60/No-0/0/All/*,live,2020-07-15,2020-07-31,15/07/2020,https://cdn0.cuelinks.com/campaigns/2191/original/Adidas_%282%29.png?1493896535,2191,Adidas
80717,Get Upto 50% OFF,Reebok,Fashion,,,,https://linksredirect.com/?pub_id=41826&url=https://shop4reebok.com/#category/Pag-60/No-0/activeStartDate_dtdesc/All/allBrands_ss:(%22CLASSICS%22),live,2020-07-15,2020-07-31,15/07/2020,https://cdn0.cuelinks.com/campaigns/2376/original/Reebok_Official_Shop___Reebok.png?1446173287,2376,Reebok
80718,Get Upto 35% OFF on Gardening,Nurserylive,Others,,,,https://linksredirect.com/?pub_id=41826&url=https://nurserylive.com/en/gardening/plants-packs/work-from-home-plants-packs,live,2020-07-15,2020-07-31,15/07/2020,https://cdn0.cuelinks.com/campaigns/3830/original/NurseryLive.png?1559906987,3830,Nursery Live
80719,Buy 1 & Get 1 FREE on Seeds,Nurserylive,Others,,,,https://linksredirect.com/?pub_id=41826&url=https://nurserylive.com/en/seeds,live,2020-07-15,2020-07-31,15/07/2020,https://cdn0.cuelinks.com/campaigns/3830/original/NurseryLive.png?1559906987,3830,Nursery Live
80720,Get Flat 50% OFF on Crocs,MetroShoes,Fashion,,,,https://linksredirect.com/?pub_id=41826&url=https://www.metroshoes.net/sale/brand/crocs.html,live,2020-07-15,2020-07-31,15/07/2020,https://cdn0.cuelinks.com/campaigns/810/original/Metroshoes.png?1488871212,810,MetroShoes
80721,Get 5% OFF on Prepaid Orders,MetroShoes,Fashion,,,,https://linksredirect.com/?pub_id=41826&url=https://www.metroshoes.net,live,2020-07-15,2020-07-31,15/07/2020,https://cdn0.cuelinks.com/campaigns/810/original/Metroshoes.png?1488871212,810,MetroShoes
80727,Kitchen Appliances Sale,Amazon India,Home & Kitchen,,,,https://linksredirect.com/?pub_id=41826&url=https://www.amazon.in/s?k=Kitchen+Appliances&ref=nb_sb_noss_2,live,2020-07-17,2020-07-31,17/07/2020,https://cdn0.cuelinks.com/campaigns/817/original/Amazon.in__Online_Shopping_for_Books__Kindle_E_Readers__Kindle_accessories__E_Books_and_Movies___TV.png?1371175177,817,Amazon India
80728,Fitness & Outdoors Sale,Amazon India,Health & Beauty,,,,https://linksredirect.com/?pub_id=41826&url=https://www.amazon.in/s?k=Fitness+%26+Outdoors&ref=nb_sb_noss,live,2020-07-17,2020-07-31,17/07/2020,https://cdn0.cuelinks.com/campaigns/817/original/Amazon.in__Online_Shopping_for_Books__Kindle_E_Readers__Kindle_accessories__E_Books_and_Movies___TV.png?1371175177,817,Amazon India
80732,Get 10% off on your first order,Kalki Fashion,Fashion,,,,https://linksredirect.com/?pub_id=41826&url=https://www.kalkifashion.com/,live,2020-07-17,2020-07-31,17/07/2020,https://cdn0.cuelinks.com/campaigns/3492/original/KalkiFashion.png?1517566951,3492,Kalki Fashion
80733,Get Flat 50% OFF Sale,Kalki Fashion,Fashion,,,,https://linksredirect.com/?pub_id=41826&url=https://www.kalkifashion.com/m/sale-of-50-and-above,live,2020-07-17,2020-07-31,17/07/2020,https://cdn0.cuelinks.com/campaigns/3492/original/KalkiFashion.png?1517566951,3492,Kalki Fashion
80734,Get upto 40% OFF on Sarees,Kalki Fashion,Fashion,,,,https://linksredirect.com/?pub_id=41826&url=https://www.kalkifashion.com/m/saree-sale,live,2020-07-17,2020-07-31,17/07/2020,https://cdn0.cuelinks.com/campaigns/3492/original/KalkiFashion.png?1517566951,3492,Kalki Fashion
80735,Get upto 50% OFF on Gowns,Kalki Fashion,Fashion,,,,https://linksredirect.com/?pub_id=41826&url=https://www.kalkifashion.com/m/gowns-sale,live,2020-07-17,2020-07-31,17/07/2020,https://cdn0.cuelinks.com/campaigns/3492/original/KalkiFashion.png?1517566951,3492,Kalki Fashion
80736,Get upto 50% OFF on Lehenga,Kalki Fashion,Fashion,,,,https://linksredirect.com/?pub_id=41826&url=https://www.kalkifashion.com/m/lehenga-sale,live,2020-07-17,2020-07-31,17/07/2020,https://cdn0.cuelinks.com/campaigns/3492/original/KalkiFashion.png?1517566951,3492,Kalki Fashion
80741,Win INR 10 to INR 100 Cashback on min order of INR 99 via Amazon Pay,Dominos,Food & Grocery,,,,https://linksredirect.com/?pub_id=41826&url=https://www.dominos.co.in/,live,2020-07-17,2020-07-31,17/07/2020,https://cdn0.cuelinks.com/campaigns/39/original/Dominos.png?1489137591,39,Dominos
80742,Get 50% SuperCash Upto INR 75 on orders via MobiKwik,Dominos,Food & Grocery,,,,https://linksredirect.com/?pub_id=41826&url=https://www.dominos.co.in/,live,2020-07-17,2020-07-31,17/07/2020,https://cdn0.cuelinks.com/campaigns/39/original/Dominos.png?1489137591,39,Dominos
